,messid,bsid,did,nseq,rssi,time_ux,bs_lat,bs_lng
10200,57881b88cf554f22c1a2f6d8,10162,476609.0,0.5,-114.0,1468537736000.0,64.3,-68.5
10201,57881e3112f1433182582488,1878,476609.0,1.0,-131.0,1468538417000.0,39.803794978,-105.07208998899999
10202,57881e3112f1433182582488,3562,476609.0,1.0,-129.0,1468538417000.0,39.7977059038,-105.06023374899999
10203,57881e3112f1433182582488,4058,476609.0,2.0,-128.0,1468538417000.0,39.7832105294,-105.088746775
10204,57881e3112f1433182582488,10162,476609.0,1.0,-127.333333333,1468538417000.0,64.3,-68.5
10205,5788731f12f14331828c585a,1264,476327.0,1.0,-129.0,1468560159000.0,39.7471392104,-105.085312503
10206,5788731f12f14331828c585a,2610,476327.0,1.0,-132.0,1468560159000.0,39.7979686649,-105.073460438
10207,5788731f12f14331828c585a,2784,476327.0,1.0,-122.0,1468560159000.0,39.7281854331,-105.042323764
10208,5788731f12f14331828c585a,2799,476327.0,0.0,-133.0,1468560159000.0,39.7530526327,-104.94102169899999
10209,5788731f12f14331828c585a,2846,476327.0,2.0,-131.0,1468560159000.0,39.666187571,-105.077529959
10210,5788731f12f14331828c585a,3547,476327.0,1.0,-121.0,1468560159000.0,39.692975919,-105.044371274
10211,5788731f12f14331828c585a,3581,476327.0,1.0,-113.333333333,1468560159000.0,39.7181196801,-105.066747888
10212,5788731f12f14331828c585a,4058,476327.0,0.0,-119.0,1468560159000.0,39.7832105294,-105.088746775
10213,5788731f12f14331828c585a,4147,476327.0,0.0,-132.0,1468560159000.0,39.665430287,-105.111884525
10214,5788731f12f14331828c585a,8364,476327.0,0.0,-129.0,1468560159000.0,39.706435544899996,-105.09932301
10215,5788731f12f14331828c585a,8370,476327.0,0.0,-135.0,1468560159000.0,39.706435544899996,-105.09932301
10216,5788731f12f14331828c585a,8437,476327.0,0.0,-119.0,1468560159000.0,39.7594613083,-105.074287246
10217,5788cd25cf554f22c11dffe1,1594,476185.0,1.0,-135.0,1468583205000.0,64.3,-68.5
10218,5788cd25cf554f22c11dffe1,1741,476185.0,1.0,-114.333333333,1468583205000.0,39.8078782841,-105.04775652299999
10219,5788cd25cf554f22c11dffe1,1859,476185.0,1.0,-126.666666667,1468583205000.0,39.7048869498,-105.01639226700001
10220,5788cd25cf554f22c11dffe1,1878,476185.0,1.0,-124.5,1468583205000.0,39.803794978,-105.07208998899999
10221,5788cd25cf554f22c11dffe1,1987,476185.0,1.0,-120.666666667,1468583205000.0,39.807840941900004,-105.043755461
10222,5788cd25cf554f22c11dffe1,1988,476185.0,0.5,-133.0,1468583205000.0,39.926397002600005,-105.084103021
10223,5788cd25cf554f22c11dffe1,1994,476185.0,1.0,-132.0,1468583205000.0,39.8181435025,-105.047564818
10224,5788cd25cf554f22c11dffe1,1996,476185.0,1.0,-105.333333333,1468583205000.0,39.8162240841,-105.045346792
10225,5788cd25cf554f22c11dffe1,2189,476185.0,1.0,-120.333333333,1468583205000.0,39.8176539435,-105.050983775
10226,5788cd25cf554f22c11dffe1,2610,476185.0,1.0,-139.0,1468583205000.0,39.7979686649,-105.073460438
10227,5788cd25cf554f22c11dffe1,2731,476185.0,1.0,-123.333333333,1468583205000.0,39.7814639251,-105.040763432
10228,5788cd25cf554f22c11dffe1,2846,476185.0,2.0,-135.0,1468583205000.0,39.666187571,-105.077529959
10229,5788cd25cf554f22c11dffe1,3412,476185.0,1.5,-126.0,1468583205000.0,39.8241946127,-104.998428692
10230,5788cd25cf554f22c11dffe1,3529,476185.0,2.0,-115.0,1468583205000.0,39.7553902903,-105.05640614100001
10231,5788cd25cf554f22c11dffe1,3556,476185.0,1.0,-129.66666666700002,1468583205000.0,39.7806581352,-105.05367626799999
10232,5788cd25cf554f22c11dffe1,3558,476185.0,0.0,-137.0,1468583205000.0,39.8100546588,-105.010413445
10233,5788cd25cf554f22c11dffe1,3562,476185.0,1.0,-113.333333333,1468583205000.0,39.7977059038,-105.06023374899999
10234,5788cd25cf554f22c11dffe1,3579,476185.0,1.0,-125.0,1468583205000.0,39.7550193847,-105.043314763
10235,5788cd25cf554f22c11dffe1,4059,476185.0,1.0,-129.66666666700002,1468583205000.0,39.7567635889,-105.02487017899999
10236,5788cd25cf554f22c11dffe1,4157,476185.0,1.0,-127.333333333,1468583205000.0,39.8054198019,-105.040942297
10237,5788cd25cf554f22c11dffe1,4993,476185.0,1.0,-113.0,1468583205000.0,64.3,-68.5
10238,5788cd25cf554f22c11dffe1,8355,476185.0,2.0,-133.0,1468583205000.0,64.3,-68.5
10239,5788cd25cf554f22c11dffe1,8446,476185.0,2.0,-132.0,1468583205000.0,39.8056964255,-105.056208144
10240,5788cd25cf554f22c11dffe1,8475,476185.0,1.0,-125.0,1468583205000.0,39.811782105,-105.02632891100001
10241,5788cd25cf554f22c11dffe1,10162,476185.0,1.0,-123.333333333,1468583205000.0,64.3,-68.5
10242,5788df8ee541cd317b4bce0d,1996,476185.0,1.0,-130.0,1468587918000.0,39.8162240841,-105.045346792
10243,5788df8ee541cd317b4bce0d,2189,476185.0,1.0,-107.333333333,1468587918000.0,39.8176539435,-105.050983775
10244,5788df8ee541cd317b4bce0d,4157,476185.0,1.0,-124.0,1468587918000.0,39.8054198019,-105.040942297
10245,5788e79fcf554f22c1309d04,1878,476609.0,1.5,-132.0,1468589983000.0,39.803794978,-105.07208998899999
10246,5788e79fcf554f22c1309d04,2610,476609.0,1.5,-133.0,1468589983000.0,39.7979686649,-105.073460438
10247,5788e79fcf554f22c1309d04,2617,476609.0,0.5,-139.0,1468589983000.0,39.7799081609,-105.06247933799999
10248,5788e79fcf554f22c1309d04,3556,476609.0,1.0,-121.0,1468589983000.0,39.7806581352,-105.05367626799999
10249,5788e79fcf554f22c1309d04,3562,476609.0,0.5,-125.0,1468589983000.0,39.7977059038,-105.06023374899999
10250,5788e79fcf554f22c1309d04,10162,476609.0,1.0,-131.0,1468589983000.0,64.3,-68.5
10251,5788ead4e541cd317b53894c,2999,476327.0,0.0,-124.0,1468590804000.0,39.793585076999996,-105.01825064
10252,5788ead4e541cd317b53894c,3548,476327.0,0.0,-124.0,1468590804000.0,39.7448482036,-105.01004810200001
10253,5788ead4e541cd317b53894c,8368,476327.0,0.0,-137.0,1468590804000.0,39.9652836706,-104.904167461
10254,5788f21212f1433182ea3d9f,2831,476327.0,1.0,-133.0,1468592658000.0,39.607432184400004,-104.835527951
10255,5788f47f12f1433182ebe451,2831,476327.0,1.0,-116.0,1468593279000.0,39.607432184400004,-104.835527951
10256,5788f47f12f1433182ebe451,3527,476327.0,1.0,-130.0,1468593279000.0,39.5752054873,-104.855070846
10257,57892296e541cd317b785d96,1878,476185.0,1.5,-130.5,1468605078000.0,39.803794978,-105.07208998899999
10258,57892296e541cd317b785d96,1988,476185.0,0.5,-137.5,1468605078000.0,39.926397002600005,-105.084103021
10259,57892296e541cd317b785d96,1994,476185.0,1.0,-135.5,1468605078000.0,39.8181435025,-105.047564818
10260,57892296e541cd317b785d96,1996,476185.0,1.0,-130.0,1468605078000.0,39.8162240841,-105.045346792
10261,57892296e541cd317b785d96,2189,476185.0,1.0,-105.0,1468605078000.0,39.8176539435,-105.050983775
10262,57892296e541cd317b785d96,2610,476185.0,1.5,-138.0,1468605078000.0,39.7979686649,-105.073460438
10263,57892296e541cd317b785d96,3538,476185.0,1.5,-126.0,1468605078000.0,39.8216715273,-105.023146494
10264,57892296e541cd317b785d96,3562,476185.0,1.0,-133.0,1468605078000.0,39.7977059038,-105.06023374899999
10265,57892296e541cd317b785d96,8446,476185.0,1.0,-137.0,1468605078000.0,39.8056964255,-105.056208144
10266,57892296e541cd317b785d96,8470,476185.0,1.0,-128.0,1468605078000.0,39.8387400544,-105.085159501
10267,57892296e541cd317b785d96,8509,476185.0,0.5,-136.5,1468605078000.0,39.8127198926,-105.06903626
10268,5789ef5112f14331827da866,1741,476185.0,1.0,-118.0,1468657489000.0,39.8078782841,-105.04775652299999
10269,5789ef5112f14331827da866,1878,476185.0,0.5,-121.0,1468657489000.0,39.803794978,-105.07208998899999
10270,5789ef5112f14331827da866,2189,476185.0,1.0,-112.0,1468657489000.0,39.8176539435,-105.050983775
10271,5789ef5112f14331827da866,2610,476185.0,1.0,-135.66666666700002,1468657489000.0,39.7979686649,-105.073460438
10272,5789ef5112f14331827da866,3412,476185.0,1.0,-134.0,1468657489000.0,39.8241946127,-104.998428692
10273,5789ef5112f14331827da866,8470,476185.0,1.0,-135.5,1468657489000.0,39.8387400544,-105.085159501
10274,5789ef5112f14331827da866,8509,476185.0,1.0,-130.5,1468657489000.0,39.8127198926,-105.06903626
10275,5789f815e541cd317bf3168b,1878,476185.0,2.0,-132.0,1468659733000.0,39.803794978,-105.07208998899999
10276,5789f815e541cd317bf3168b,1996,476185.0,1.0,-135.5,1468659733000.0,39.8162240841,-105.045346792
10277,5789f815e541cd317bf3168b,2189,476185.0,1.0,-106.333333333,1468659733000.0,39.8176539435,-105.050983775
10278,5789f815e541cd317bf3168b,3545,476185.0,0.0,-130.0,1468659733000.0,39.8719024671,-105.058841789
10279,5789f815e541cd317bf3168b,3565,476185.0,1.0,-134.0,1468659733000.0,39.9040824664,-105.07782543
10280,5789f815e541cd317bf3168b,3579,476185.0,2.0,-118.0,1468659733000.0,39.7550193847,-105.043314763
10281,5789f815e541cd317bf3168b,8446,476185.0,1.0,-138.0,1468659733000.0,39.8056964255,-105.056208144
10282,5789f815e541cd317bf3168b,8470,476185.0,1.0,-130.33333333299998,1468659733000.0,39.8387400544,-105.085159501
10283,5789f815e541cd317bf3168b,8509,476185.0,0.0,-136.0,1468659733000.0,39.8127198926,-105.06903626
10284,5789f815e541cd317bf3168b,10162,476185.0,1.0,-135.5,1468659733000.0,64.3,-68.5
10285,578a081bcf554f22c1de7345,1741,476185.0,2.0,-132.0,1468663835000.0,39.8078782841,-105.04775652299999
10286,578a081bcf554f22c1de7345,1878,476185.0,1.0,-121.333333333,1468663835000.0,39.803794978,-105.07208998899999
10287,578a081bcf554f22c1de7345,1987,476185.0,1.0,-138.0,1468663835000.0,39.807840941900004,-105.043755461
10288,578a081bcf554f22c1de7345,1996,476185.0,1.0,-135.5,1468663835000.0,39.8162240841,-105.045346792
10289,578a081bcf554f22c1de7345,2189,476185.0,1.5,-123.5,1468663835000.0,39.8176539435,-105.050983775
10290,578a081bcf554f22c1de7345,3412,476185.0,2.0,-130.0,1468663835000.0,39.8241946127,-104.998428692
10291,578a081bcf554f22c1de7345,4993,476185.0,1.0,-132.0,1468663835000.0,64.3,-68.5
10292,578a081bcf554f22c1de7345,8446,476185.0,1.0,-138.0,1468663835000.0,39.8056964255,-105.056208144
10293,578a081bcf554f22c1de7345,8470,476185.0,1.5,-128.0,1468663835000.0,39.8387400544,-105.085159501
10294,578a081bcf554f22c1de7345,8509,476185.0,1.5,-139.0,1468663835000.0,39.8127198926,-105.06903626
10295,578a0a7ee541cd317b0006fa,1878,476185.0,2.0,-133.0,1468664446000.0,39.803794978,-105.07208998899999
10296,578a0a7ee541cd317b0006fa,1994,476185.0,1.0,-123.0,1468664446000.0,39.8181435025,-105.047564818
10297,578a0a7ee541cd317b0006fa,1996,476185.0,1.5,-132.0,1468664446000.0,39.8162240841,-105.045346792
10298,578a0a7ee541cd317b0006fa,2189,476185.0,1.0,-116.0,1468664446000.0,39.8176539435,-105.050983775
10299,578a0a7ee541cd317b0006fa,3412,476185.0,2.0,-130.0,1468664446000.0,39.8241946127,-104.998428692
10300,578a0a7ee541cd317b0006fa,3538,476185.0,2.0,-128.0,1468664446000.0,39.8216715273,-105.023146494
10301,578a0a7ee541cd317b0006fa,3545,476185.0,1.5,-122.5,1468664446000.0,39.8719024671,-105.058841789
10302,578a0a7ee541cd317b0006fa,3565,476185.0,1.0,-135.0,1468664446000.0,39.9040824664,-105.07782543
10303,578a0a7ee541cd317b0006fa,3569,476185.0,1.0,-132.0,1468664446000.0,39.8887249889,-105.080291033
10304,578a0a7ee541cd317b0006fa,3576,476185.0,2.0,-134.0,1468664446000.0,39.8490078949,-105.01559880100001
10305,578a0a7ee541cd317b0006fa,8446,476185.0,2.0,-140.0,1468664446000.0,39.8056964255,-105.056208144
10306,578a0a7ee541cd317b0006fa,8470,476185.0,1.0,-132.0,1468664446000.0,39.8387400544,-105.085159501
10307,578a53cde541cd317b2e8f6e,1741,476185.0,1.5,-122.0,1468683213000.0,39.8078782841,-105.04775652299999
10308,578a53cde541cd317b2e8f6e,1859,476185.0,1.0,-130.0,1468683213000.0,39.7048869498,-105.01639226700001
10309,578a53cde541cd317b2e8f6e,1987,476185.0,1.0,-109.333333333,1468683213000.0,39.807840941900004,-105.043755461
10310,578a53cde541cd317b2e8f6e,1994,476185.0,1.0,-127.0,1468683213000.0,39.8181435025,-105.047564818
10311,578a53cde541cd317b2e8f6e,1996,476185.0,1.0,-87.6666666667,1468683213000.0,39.8162240841,-105.045346792
10312,578a53cde541cd317b2e8f6e,2189,476185.0,1.0,-125.333333333,1468683213000.0,39.8176539435,-105.050983775
10313,578a53cde541cd317b2e8f6e,2617,476185.0,1.0,-137.0,1468683213000.0,39.7799081609,-105.06247933799999
10314,578a53cde541cd317b2e8f6e,2999,476185.0,1.0,-127.333333333,1468683213000.0,39.793585076999996,-105.01825064
10315,578a53cde541cd317b2e8f6e,3412,476185.0,0.5,-126.0,1468683213000.0,39.8241946127,-104.998428692
10316,578a53cde541cd317b2e8f6e,3538,476185.0,1.0,-131.0,1468683213000.0,39.8216715273,-105.023146494
10317,578a53cde541cd317b2e8f6e,3565,476185.0,1.5,-132.0,1468683213000.0,39.9040824664,-105.07782543
10318,578a53cde541cd317b2e8f6e,3576,476185.0,1.0,-130.0,1468683213000.0,39.8490078949,-105.01559880100001
10319,578a53cde541cd317b2e8f6e,4058,476185.0,0.0,-127.0,1468683213000.0,39.7832105294,-105.088746775
10320,578a53cde541cd317b2e8f6e,4157,476185.0,1.0,-120.333333333,1468683213000.0,39.8054198019,-105.040942297
10321,578a53cde541cd317b2e8f6e,4244,476185.0,1.5,-139.5,1468683213000.0,39.7708525833,-105.07149416799999
10322,578a53cde541cd317b2e8f6e,4993,476185.0,2.0,-133.0,1468683213000.0,64.3,-68.5
10323,578a53cde541cd317b2e8f6e,8446,476185.0,1.0,-139.0,1468683213000.0,39.8056964255,-105.056208144
10324,578a53cde541cd317b2e8f6e,8470,476185.0,1.0,-130.33333333299998,1468683213000.0,39.8387400544,-105.085159501
10325,578a53cde541cd317b2e8f6e,8475,476185.0,1.0,-132.0,1468683213000.0,39.811782105,-105.02632891100001
10326,578a53cde541cd317b2e8f6e,9899,476185.0,1.0,-128.33333333299998,1468683213000.0,39.7914022708,-105.02660482
10327,578a6da5e541cd317b4114d5,1996,476185.0,2.0,-119.0,1468689829000.0,39.8162240841,-105.045346792
10328,578a6da5e541cd317b4114d5,8426,476185.0,1.0,-136.0,1468689829000.0,39.8048890313,-104.97086416799999
10329,578a6da5e541cd317b4114d5,8470,476185.0,1.0,-129.5,1468689829000.0,39.8387400544,-105.085159501
10330,578a6da5e541cd317b4114d5,9899,476185.0,0.5,-129.5,1468689829000.0,39.7914022708,-105.02660482
10331,578a701512f1433182d26452,1741,476185.0,1.0,-119.666666667,1468690453000.0,39.8078782841,-105.04775652299999
10332,578a701512f1433182d26452,1996,476185.0,1.0,-117.333333333,1468690453000.0,39.8162240841,-105.045346792
10333,578a701512f1433182d26452,2999,476185.0,1.5,-124.0,1468690453000.0,39.793585076999996,-105.01825064
10334,578a701512f1433182d26452,3357,476185.0,1.0,-137.0,1468690453000.0,39.8534180447,-104.985877334
10335,578a701512f1433182d26452,3556,476185.0,1.5,-127.0,1468690453000.0,39.7806581352,-105.05367626799999
10336,578a701512f1433182d26452,3558,476185.0,1.0,-111.333333333,1468690453000.0,39.8100546588,-105.010413445
10337,578a701512f1433182d26452,3559,476185.0,1.0,-119.666666667,1468690453000.0,39.800078838699996,-104.999947283
10338,578a701512f1433182d26452,3565,476185.0,1.0,-130.0,1468690453000.0,39.9040824664,-105.07782543
10339,578a701512f1433182d26452,3578,476185.0,1.0,-134.0,1468690453000.0,39.7286509462,-105.163031574
10340,578a701512f1433182d26452,4157,476185.0,1.0,-133.0,1468690453000.0,39.8054198019,-105.040942297
10341,578a701512f1433182d26452,4993,476185.0,1.5,-127.5,1468690453000.0,64.3,-68.5
10342,578a701512f1433182d26452,7456,476185.0,1.5,-127.5,1468690453000.0,39.7821125865,-105.072700822
10343,578a701512f1433182d26452,8352,476185.0,2.0,-126.0,1468690453000.0,39.7616334244,-105.025752947
10344,578a701512f1433182d26452,8446,476185.0,2.0,-139.0,1468690453000.0,39.8056964255,-105.056208144
10345,578a701512f1433182d26452,8472,476185.0,1.5,-137.0,1468690453000.0,39.7343296311,-105.16535491100001
10346,578a701512f1433182d26452,8475,476185.0,1.5,-123.5,1468690453000.0,39.811782105,-105.02632891100001
10347,578a701512f1433182d26452,9899,476185.0,1.0,-123.666666667,1468690453000.0,39.7914022708,-105.02660482
10348,578a701512f1433182d26452,10151,476185.0,1.0,-131.66666666700002,1468690453000.0,64.3,-68.5
10349,578a701512f1433182d26452,10162,476185.0,1.0,-134.5,1468690453000.0,64.3,-68.5
10350,578a737f12f1433182d46f6c,4058,476609.0,2.0,-117.0,1468691327000.0,39.7832105294,-105.088746775
10351,578a75e212f1433182d5d777,1859,476609.0,0.0,-131.0,1468691938000.0,39.7048869498,-105.01639226700001
10352,578a75e212f1433182d5d777,1996,476609.0,2.0,-135.0,1468691938000.0,39.8162240841,-105.045346792
10353,578a75e212f1433182d5d777,2617,476609.0,0.0,-119.0,1468691938000.0,39.7799081609,-105.06247933799999
10354,578a75e212f1433182d5d777,4058,476609.0,2.0,-118.0,1468691938000.0,39.7832105294,-105.088746775
10355,578a75e212f1433182d5d777,7456,476609.0,1.0,-111.0,1468691938000.0,39.7821125865,-105.072700822
10356,578a77b912f1433182d70464,2841,473335.0,1.0,-120.333333333,1468692409000.0,39.6177937615,-104.954917061
10357,578a77b912f1433182d70464,3526,473335.0,2.0,-137.0,1468692409000.0,39.6772510308,-104.952720509
10358,578a7854cf554f22c127e299,2610,476609.0,1.0,-125.0,1468692564000.0,39.7979686649,-105.073460438
10359,578a7854cf554f22c127e299,2617,476609.0,2.0,-125.0,1468692564000.0,39.7799081609,-105.06247933799999
10360,578a7854cf554f22c127e299,3578,476609.0,1.0,-130.0,1468692564000.0,39.7286509462,-105.163031574
10361,578a7854cf554f22c127e299,4058,476609.0,2.0,-106.0,1468692564000.0,39.7832105294,-105.088746775
10362,578a7854cf554f22c127e299,8245,476609.0,2.0,-124.0,1468692564000.0,39.7594613083,-105.074287246
10363,578a7854cf554f22c127e299,8437,476609.0,2.0,-118.0,1468692564000.0,39.7594613083,-105.074287246
10364,578a7854cf554f22c127e299,8472,476609.0,2.0,-129.0,1468692564000.0,39.7343296311,-105.16535491100001
10365,578a7acecf554f22c129565c,1086,476609.0,2.0,-139.0,1468693198000.0,39.9739948915,-104.891716745
10366,578a7acecf554f22c129565c,1741,476609.0,1.0,-121.333333333,1468693198000.0,39.8078782841,-105.04775652299999
10367,578a7acecf554f22c129565c,1996,476609.0,1.0,-133.66666666700002,1468693198000.0,39.8162240841,-105.045346792
10368,578a7acecf554f22c129565c,2189,476609.0,1.5,-124.5,1468693198000.0,39.8176539435,-105.050983775
10369,578a7acecf554f22c129565c,2617,476609.0,1.5,-138.0,1468693198000.0,39.7799081609,-105.06247933799999
10370,578a7acecf554f22c129565c,2731,476609.0,1.0,-122.5,1468693198000.0,39.7814639251,-105.040763432
10371,578a7acecf554f22c129565c,2799,476609.0,1.0,-133.66666666700002,1468693198000.0,39.7530526327,-104.94102169899999
10372,578a7acecf554f22c129565c,2846,476609.0,2.0,-134.0,1468693198000.0,39.666187571,-105.077529959
10373,578a7acecf554f22c129565c,3357,476609.0,1.0,-134.66666666700002,1468693198000.0,39.8534180447,-104.985877334
10374,578a7acecf554f22c129565c,3415,476609.0,2.0,-137.0,1468693198000.0,39.7861926929,-104.939771784
10375,578a7acecf554f22c129565c,3556,476609.0,1.0,-122.333333333,1468693198000.0,39.7806581352,-105.05367626799999
10376,578a7acecf554f22c129565c,3559,476609.0,0.0,-131.0,1468693198000.0,39.800078838699996,-104.999947283
10377,578a7acecf554f22c129565c,3562,476609.0,1.0,-122.0,1468693198000.0,39.7977059038,-105.06023374899999
10378,578a7acecf554f22c129565c,3581,476609.0,0.0,-135.0,1468693198000.0,39.7181196801,-105.066747888
10379,578a7acecf554f22c129565c,4058,476609.0,1.0,-118.333333333,1468693198000.0,39.7832105294,-105.088746775
10380,578a7acecf554f22c129565c,4147,476609.0,0.0,-136.0,1468693198000.0,39.665430287,-105.111884525
10381,578a7acecf554f22c129565c,4157,476609.0,1.5,-127.0,1468693198000.0,39.8054198019,-105.040942297
10382,578a7acecf554f22c129565c,4244,476609.0,0.0,-132.0,1468693198000.0,39.7708525833,-105.07149416799999
10383,578a7acecf554f22c129565c,4993,476609.0,1.0,-118.0,1468693198000.0,64.3,-68.5
10384,578a7acecf554f22c129565c,7456,476609.0,1.0,-122.666666667,1468693198000.0,39.7821125865,-105.072700822
10385,578a7acecf554f22c129565c,8245,476609.0,0.5,-130.0,1468693198000.0,39.7594613083,-105.074287246
10386,578a7acecf554f22c129565c,8352,476609.0,1.5,-128.0,1468693198000.0,39.7616334244,-105.025752947
10387,578a7acecf554f22c129565c,8355,476609.0,1.0,-128.0,1468693198000.0,64.3,-68.5
10388,578a7acecf554f22c129565c,8437,476609.0,1.0,-129.66666666700002,1468693198000.0,39.7594613083,-105.074287246
10389,578a7acecf554f22c129565c,8446,476609.0,0.5,-139.5,1468693198000.0,39.8056964255,-105.056208144
10390,578a7acecf554f22c129565c,8472,476609.0,0.5,-136.0,1468693198000.0,39.7343296311,-105.16535491100001
10391,578a7acecf554f22c129565c,10151,476609.0,2.0,-124.0,1468693198000.0,64.3,-68.5
10392,578a7acecf554f22c129565c,10162,476609.0,1.0,-128.66666666700002,1468693198000.0,64.3,-68.5
10393,578a8047cf554f22c12cf869,1878,476185.0,1.0,-126.666666667,1468694599000.0,39.803794978,-105.07208998899999
10394,578a8047cf554f22c12cf869,1994,476185.0,1.0,-135.0,1468694599000.0,39.8181435025,-105.047564818
10395,578a8047cf554f22c12cf869,1996,476185.0,1.0,-130.33333333299998,1468694599000.0,39.8162240841,-105.045346792
10396,578a8047cf554f22c12cf869,2189,476185.0,1.0,-103.0,1468694599000.0,39.8176539435,-105.050983775
10397,578a8047cf554f22c12cf869,2610,476185.0,1.0,-133.0,1468694599000.0,39.7979686649,-105.073460438
10398,578a8047cf554f22c12cf869,3357,476185.0,1.0,-133.0,1468694599000.0,39.8534180447,-104.985877334
10399,578a8047cf554f22c12cf869,3412,476185.0,1.5,-126.5,1468694599000.0,39.8241946127,-104.998428692
10400,578a8047cf554f22c12cf869,3538,476185.0,1.5,-128.0,1468694599000.0,39.8216715273,-105.023146494
10401,578a8047cf554f22c12cf869,3545,476185.0,1.0,-121.333333333,1468694599000.0,39.8719024671,-105.058841789
10402,578a8047cf554f22c12cf869,3554,476185.0,0.0,-133.0,1468694599000.0,39.9107575566,-105.094683961
10403,578a8047cf554f22c12cf869,3565,476185.0,2.0,-134.0,1468694599000.0,39.9040824664,-105.07782543
10404,578a8047cf554f22c12cf869,8470,476185.0,1.0,-126.333333333,1468694599000.0,39.8387400544,-105.085159501
10405,578a8047cf554f22c12cf869,8475,476185.0,2.0,-138.0,1468694599000.0,39.811782105,-105.02632891100001
10406,578a8891cf554f22c1326a6c,1086,476609.0,1.0,-135.33333333299998,1468696721000.0,39.9739948915,-104.891716745
10407,578a8891cf554f22c1326a6c,1476,476609.0,1.0,-134.33333333299998,1468696721000.0,39.7050706005,-105.14558114200001
10408,578a8891cf554f22c1326a6c,1741,476609.0,0.0,-126.0,1468696721000.0,39.8078782841,-105.04775652299999
10409,578a8891cf554f22c1326a6c,1872,476609.0,1.0,-134.0,1468696721000.0,39.823856259,-105.239120142
10410,578a8891cf554f22c1326a6c,1878,476609.0,1.5,-131.0,1468696721000.0,39.803794978,-105.07208998899999
10411,578a8891cf554f22c1326a6c,1996,476609.0,2.0,-133.0,1468696721000.0,39.8162240841,-105.045346792
10412,578a8891cf554f22c1326a6c,2610,476609.0,1.0,-136.0,1468696721000.0,39.7979686649,-105.073460438
10413,578a8891cf554f22c1326a6c,2617,476609.0,1.0,-131.33333333299998,1468696721000.0,39.7799081609,-105.06247933799999
10414,578a8891cf554f22c1326a6c,2731,476609.0,1.0,-121.0,1468696721000.0,39.7814639251,-105.040763432
10415,578a8891cf554f22c1326a6c,2846,476609.0,1.0,-130.33333333299998,1468696721000.0,39.666187571,-105.077529959
10416,578a8891cf554f22c1326a6c,3025,476609.0,0.0,-128.0,1468696721000.0,39.654681879099996,-105.04368528299999
10417,578a8891cf554f22c1326a6c,3410,476609.0,1.0,-130.0,1468696721000.0,39.7776897533,-105.00242432600001
10418,578a8891cf554f22c1326a6c,3500,476609.0,1.0,-131.0,1468696721000.0,39.7764668653,-105.099747171
10419,578a8891cf554f22c1326a6c,3538,476609.0,1.0,-129.0,1468696721000.0,39.8216715273,-105.023146494
10420,578a8891cf554f22c1326a6c,3556,476609.0,1.0,-120.333333333,1468696721000.0,39.7806581352,-105.05367626799999
10421,578a8891cf554f22c1326a6c,3562,476609.0,1.0,-118.666666667,1468696721000.0,39.7977059038,-105.06023374899999
10422,578a8891cf554f22c1326a6c,3563,476609.0,2.0,-136.0,1468696721000.0,39.8167547068,-105.17152169
10423,578a8891cf554f22c1326a6c,3576,476609.0,1.5,-129.5,1468696721000.0,39.8490078949,-105.01559880100001
10424,578a8891cf554f22c1326a6c,3578,476609.0,0.0,-127.0,1468696721000.0,39.7286509462,-105.163031574
10425,578a8891cf554f22c1326a6c,3581,476609.0,1.0,-124.0,1468696721000.0,39.7181196801,-105.066747888
10426,578a8891cf554f22c1326a6c,3846,476609.0,2.0,-136.0,1468696721000.0,39.7537185228,-104.998667795
10427,578a8891cf554f22c1326a6c,4058,476609.0,0.0,-112.0,1468696721000.0,39.7832105294,-105.088746775
10428,578a8891cf554f22c1326a6c,4059,476609.0,2.0,-126.0,1468696721000.0,39.7567635889,-105.02487017899999
10429,578a8891cf554f22c1326a6c,4078,476609.0,1.0,-139.66666666700002,1468696721000.0,39.7163169164,-105.13254993299999
10430,578a8891cf554f22c1326a6c,4147,476609.0,1.0,-126.666666667,1468696721000.0,39.665430287,-105.111884525
10431,578a8891cf554f22c1326a6c,4157,476609.0,0.0,-134.0,1468696721000.0,39.8054198019,-105.040942297
10432,578a8891cf554f22c1326a6c,4244,476609.0,1.0,-117.333333333,1468696721000.0,39.7708525833,-105.07149416799999
10433,578a8891cf554f22c1326a6c,4993,476609.0,1.0,-124.0,1468696721000.0,64.3,-68.5
10434,578a8891cf554f22c1326a6c,7382,476609.0,1.0,-133.5,1468696721000.0,39.7435206571,-105.00091687
10435,578a8891cf554f22c1326a6c,7456,476609.0,1.0,-113.333333333,1468696721000.0,39.7821125865,-105.072700822
10436,578a8891cf554f22c1326a6c,8245,476609.0,1.0,-128.0,1468696721000.0,39.7594613083,-105.074287246
10437,578a8891cf554f22c1326a6c,8352,476609.0,1.0,-121.0,1468696721000.0,39.7616334244,-105.025752947
10438,578a8891cf554f22c1326a6c,8364,476609.0,1.0,-134.5,1468696721000.0,39.706435544899996,-105.09932301
10439,578a8891cf554f22c1326a6c,8370,476609.0,1.0,-136.0,1468696721000.0,39.706435544899996,-105.09932301
10440,578a8891cf554f22c1326a6c,8437,476609.0,1.0,-124.333333333,1468696721000.0,39.7594613083,-105.074287246
