,messid,did,bsid,nseq,rssi,NBAntennes,distpwr,distbs,lat,lng
695,575bf6f4f0fe6e0c9fde8439,476607.0,26258,2.5,-531.8333333329999,4,29232.165490601394,81.43571641292041,39.9082611195,-105.16861899700001
696,575bf7273e952e04b3b4024c,476604.0,18481,2.5,-392.83333333400003,3,20420.06202127316,54.897210238037665,39.9084058392,-105.168711409
697,575bf8223e952e04b3b49b16,476185.0,22831,7.5,-783.333333333,6,40356.152403453336,47.959977332124225,39.8437083357,-105.058616176
698,575bfcb3864fce568989031a,476607.0,18481,3.5,-389.666666667,3,18773.99994053441,54.897210238037665,39.9081883837,-105.16905841799999
699,575bfce93e952e04b3b768b1,476604.0,26207,3.0,-515.0,4,24209.50944905995,77.38984950611237,39.9085375799,-105.16847187200001
700,575c066f3e952e04b3bcc963,476185.0,21433,4.5,-769.5,6,36489.69455315424,37.62117839716039,39.8275100513,-105.05331078399999
701,575c08d4864fce56898fee37,476185.0,31121,12.5,-1184.5,9,66038.9557531799,54.7098215351251,39.8272660266,-105.052717613
702,575c28f73e952e04b3cfd719,476607.0,10743,2.0,-256.0,2,11031.004716379539,34.01464687916219,39.9084149692,-105.168688336
703,575d4ccdf0fe6e0c9f8a9c48,476327.0,6358,2.0,-252.33333333400003,2,9963.034631097858,56.53192243240571,39.5347804664,-104.859501934
704,575d9827f0fe6e0c9fb17a6f,476185.0,9965,5.0,-355.0,3,14866.257437609594,9.762389791911971,39.7884413093,-105.01728339600001
705,575d9a9c864fce56895c9ec7,476185.0,166855,44.5,-4939.166666667,38,251904.42680650062,310.43638654255994,39.7800274821,-105.01888551399999
706,575da38ff0fe6e0c9fb6ff0a,476185.0,40663,8.5,-1276.166666667,10,56049.36655629498,33.342170670606706,39.805618841,-105.028897644
707,575da613f0fe6e0c9fb82a7a,476185.0,2189,2.0,-119.0,1,3263.722152298646,4.051636715237554,39.8275374381,-105.05277051700001
708,575da869864fce5689633d72,476185.0,19738,6.0,-625.6666666670001,5,26602.7389411614,30.174754918476506,39.827280355700005,-105.053050543
709,575e38ff864fce5689a5723f,476327.0,2831,2.0,-126.0,1,4883.297455854504,27.465261385749837,39.5666375904,-104.891978862
710,575e3a3b864fce5689a5f7e0,476604.0,10743,2.0,-257.0,2,11395.279272865118,34.01464687916219,39.908616152600004,-105.16727283
711,575e4071864fce5689a8daca,476604.0,7738,0.5,-106.0,1,1544.2342452605765,20.882563358875473,39.9547928796,-105.186719786
712,575e42c8f0fe6e0c9fff0a14,476327.0,15107,5.5,-484.333333333,4,15252.798900264108,26.634919768426954,39.7164282216,-105.035056626
713,575e42dff0fe6e0c9fff134a,476604.0,12002,2.5,-260.0,2,13036.110757557977,22.86365105151437,39.9037545901,-105.10360792
714,575e5098f0fe6e0c9f05cfe9,476185.0,35017,9.5,-920.1666666670001,7,51316.99861176379,28.0570924370982,39.8240188773,-105.05377038200001
715,575e54ddf0fe6e0c9f07e592,476185.0,13129,5.0,-604.4999999992999,5,27536.922586381672,24.92630833421767,39.8182840271,-105.050384689
716,575e574ef0fe6e0c9f091b2c,476185.0,3538,0.5,-124.5,1,4479.3312416054705,5.4979703614835955,39.8273172086,-105.05252564
717,575e59ab3e952e04b3e23c1f,476185.0,25374,7.0,-1031.3333333340001,8,47340.5847724785,63.84947903526222,39.8270643369,-105.052745071
718,575e608c3e952e04b3e6344a,476512.0,4464,0.0,-273.0,2,18477.964181693093,28.851723566699462,39.692479889,-105.006908269
719,575e6331864fce5689bb0411,476512.0,14593,4.5,-646.0,5,32676.05280867268,68.61018095647653,39.6929243479,-105.00643337
720,575e96c3f0fe6e0c9f303d6d,476185.0,11444,2.0,-496.0,4,20610.61731311256,20.53677742515318,39.8153303956,-105.05445577399999
721,575ea32df0fe6e0c9f37a1e6,476512.0,5630,3.0,-266.0,2,15002.228709948795,33.68756398208876,39.6589294431,-105.008283542
722,575ecb90f0fe6e0c9f4f7fcd,476327.0,6358,2.0,-257.33333333400003,2,11387.013658269701,56.53192243240571,39.5349014066,-104.857378847
723,575ece083e952e04b32954db,476327.0,2831,1.0,-133.0,1,7306.563772764739,27.465261385749837,39.5347227997,-104.85941335700001
724,575f19a5864fce5689259aef,476185.0,16198,5.0,-519.3333333329999,4,25495.05386864788,18.065700986953487,39.827445645,-105.05052682200001
725,575f2d13864fce56892ee112,476602.0,21631,8.0,-738.0,6,29583.807872790716,72.2919733749507,39.828050766,-105.22879758399999
726,575f2f54864fce56892ffbf1,476602.0,18787,4.0,-648.5,5,32979.42657843062,54.85655317403953,39.8195117592,-105.216071231
727,575f3456864fce56893265fb,476602.0,14833,3.0,-510.0,4,21539.449781924533,33.898452537753336,39.8242891488,-105.217335428
728,575f8e183e952e04b388303f,476602.0,40085,13.0,-1182.0,9,65921.85803314121,172.5210218269082,39.8258805651,-105.21681114200001
729,575f8ee73e952e04b388a071,476327.0,6358,1.5,-242.5,2,7560.483636658311,56.53192243240571,39.5347525115,-104.859439187
730,575fab2ef0fe6e0c9fbea9c2,476512.0,7489,3.0,-376.666666667,3,15567.159716395223,43.1344021972733,39.6919506101,-105.007071167
731,575fceeb864fce568984c65d,476185.0,2731,2.0,-125.0,1,4610.13007533882,1.8041029131983315,39.7815286731,-105.035007261
732,575fd1b9864fce568986dc5d,476512.0,2605,0.5,-143.0,1,12993.111915243846,19.404885351514917,39.6590669072,-105.008234885
733,575fd45df0fe6e0c9fdb27cc,476185.0,2731,1.0,-124.0,1,4352.243438716457,1.8041029131983315,39.7823985088,-105.035503424
734,575fd8d23e952e04b3b78c37,476185.0,33666,8.5,-953.666666667,8,29427.508538094928,23.645460732157026,39.806475802,-105.04389781399999
735,575fdb5f864fce56898e6391,476185.0,2189,0.0,-102.0,1,1226.6288620386167,4.051636715237554,39.8216661152,-105.05329170000002
736,575fddbe864fce5689902287,476185.0,26710,8.0,-1063.333333333,8,61377.366169491164,53.658239786238724,39.8266034261,-105.05251629799999
737,575fe8aaf0fe6e0c9fea0e5b,476609.0,9564,3.0,-248.5,2,9237.006364738294,34.688470722544054,39.910307336399995,-105.172129863
738,575feb1b864fce568999bf93,476609.0,18481,2.5,-382.0,3,16604.728147225844,54.897210238037665,39.9078271741,-105.168621999
739,575ff0003e952e04b3c80b00,476609.0,18481,3.5,-373.83333333400003,3,14503.685718639468,54.897210238037665,39.9081288286,-105.167992425
740,575ff5353e952e04b3cb95fd,476609.0,33996,5.5,-663.3333333329999,5,36980.0050975978,102.31827977179589,39.908439958,-105.168086915
741,575ffbfdf0fe6e0c9ff6cf41,476609.0,18532,3.0,-391.333333333,3,20954.31125143617,58.94307714484572,39.908343809,-105.168008573
742,576027783e952e04b3eb4f1d,476327.0,6358,2.0,-258.666666667,2,11886.998863263543,56.53192243240571,39.5347219985,-104.859378825
743,576040993e952e04b3f9f4d1,476609.0,3569,1.0,-112.0,1,2181.2888491227486,11.960201954969882,39.8690572104,-105.093710477
744,5760429f3e952e04b3fb1472,476609.0,22206,6.0,-629.8333333329999,5,25211.388660868583,44.608127950229296,39.8124253732,-105.119072711
745,576047873e952e04b3fdd12d,476609.0,17401,7.5,-780.0,6,40730.20530520038,49.12326208680207,39.7960315924,-105.13497520600001
746,57604a19f0fe6e0c9f256339,476609.0,21197,4.0,-648.0,5,31198.880846403874,27.681893190182915,39.7958003953,-105.13548622200001
747,57604c7df0fe6e0c9f26ad66,476609.0,11707,3.5,-528.6666666670001,4,28614.37980590781,25.64651216730354,39.7961043204,-105.135469387
748,5760c0e3864fce56890f490a,476609.0,19065,5.0,-759.1666666670001,6,32115.942654512204,30.907429522324357,39.7972152309,-105.13586485799999
749,5760c51f3e952e04b33c11bc,476609.0,7456,1.0,-127.0,1,5172.65102126266,0.9301251416610572,39.7849107388,-105.098098029
750,5760c7a2864fce568912812e,476609.0,3538,1.5,-127.5,1,5323.695158076323,5.4979703614835955,39.8302162385,-105.046585862
751,5760ca31f0fe6e0c9f637a6e,476609.0,9967,3.0,-379.5,3,16305.144101641714,14.422764437089954,39.7826768231,-105.004221815
752,5760cc99864fce5689150610,476609.0,3410,1.0,-129.0,1,5803.8099035206,5.107076625747668,39.7827470671,-105.004370454
753,5760d3be864fce568918bc6b,476609.0,21912,6.0,-647.1666666670001,5,32181.946075910844,26.26093357500316,39.7827554144,-105.00459719
754,5760e17f864fce5689201fb5,476327.0,8528,4.0,-265.0,2,15204.093107065186,27.286395432553707,39.6860787468,-104.940749862
755,5760e427f0fe6e0c9f71093b,476327.0,1859,2.0,-125.0,1,4610.13007533882,9.446838215184547,39.7203349458,-104.978899426
756,5760e665864fce568922bced,476327.0,8474,0.5,-126.5,1,5025.892316012662,9.38865133648842,39.7145863314,-105.02178947600001
757,576106b4864fce56893568d8,476609.0,2999,1.5,-107.5,1,1683.5002267931327,3.936398429477377,39.7911289327,-105.014024799
758,57610901864fce5689370d13,476609.0,12898,1.5,-234.0,2,8124.469859993879,7.118044331624187,39.7905382537,-105.01533556
759,57610dfc3e952e04b3658dc0,476609.0,11445,1.5,-238.0,2,10129.26771120609,6.593191804211537,39.7938092268,-105.018556505
760,5761106d864fce56893cb4c7,476609.0,6557,2.5,-250.66666666700002,2,10099.53517323125,9.315687811342286,39.7942736934,-105.01748505299999
761,5761144ff0fe6e0c9f8e9ede,476609.0,19868,5.0,-484.0,4,20580.564304866777,19.654683921159847,39.7933363819,-105.01664705399999
762,57612d45f0fe6e0c9fa1142d,476600.0,7789,0.0,-130.0,1,6147.707260525036,24.92843026568352,39.913526827199995,-105.175916005
763,57612d4ef0fe6e0c9fa11b34,476598.0,8450,2.0,-129.0,1,5803.8099035206,26.160272593633245,39.913418217,-105.174945926
764,57612fb13e952e04b37e32d1,476598.0,10743,1.0,-257.666666667,2,11829.077001742062,34.01464687916219,39.9083379002,-105.167397435
765,57612fe9864fce5689543c67,476600.0,3051,1.0,-128.0,1,5479.149863314579,15.180780546750915,39.9081810916,-105.167410819
766,576136c7f0fe6e0c9fa7aee2,476598.0,26270,3.5,-530.3333333329999,4,29538.844140420966,79.82564050372119,39.9083517073,-105.16820952
767,57613d7cf0fe6e0c9fac1545,476600.0,18481,2.5,-388.833333333,3,18854.324167236824,54.897210238037665,39.908475459099996,-105.168341866
768,57613d8f864fce56895d8e10,476598.0,10743,1.0,-263.666666667,2,13891.606219711062,34.01464687916219,39.9081662608,-105.16835062700001
769,57614c67864fce568967590e,476598.0,3051,1.0,-128.0,1,5479.149863314579,15.180780546750915,39.9082558032,-105.16819501100001
770,57614cab864fce5689678bf3,476600.0,18481,4.5,-391.5,3,20009.336680140368,54.897210238037665,39.9080423312,-105.168349706
771,57616401f0fe6e0c9fc58c0c,476598.0,18532,2.0,-387.666666667,3,19220.067390732795,58.94307714484572,39.9082797759,-105.16786444600001
772,57616405f0fe6e0c9fc58fce,476600.0,20353,5.5,-509.333333333,4,22490.798220109285,70.75181462817044,39.9080985097,-105.167770945
773,5761663df0fe6e0c9fc7177f,476600.0,10743,2.0,-244.0,2,7873.852227637466,34.01464687916219,39.9085307796,-105.168203824
774,57616656f0fe6e0c9fc7289c,476598.0,18481,4.0,-389.833333333,3,19803.584287003883,54.897210238037665,39.9083133488,-105.167939762
775,57616a1df0fe6e0c9fc9b9ab,476327.0,54304,19.0,-1438.666666667,11,72685.33754868104,215.1131894294704,39.659089757,-104.929701095
776,57616c733e952e04b3a6c654,476598.0,6359,2.0,-375.5,3,16879.19427509891,54.649076611101506,39.8754011936,-105.26354273
777,57616c8ff0fe6e0c9fcb5901,476327.0,2831,0.0,-131.0,1,6511.9818170106155,27.465261385749837,39.5822561037,-104.898390756
778,57616fe4f0fe6e0c9fcd9a87,476600.0,25009,4.5,-593.8333333329999,5,17804.117335745505,37.51112131238489,39.8000003021,-105.175809753
779,57617197f0fe6e0c9fceb4ea,476327.0,6358,1.0,-256.666666667,2,11420.354226932584,56.53192243240571,39.5347032098,-104.85950946
780,576173c7f0fe6e0c9fd02a8d,476598.0,16386,8.0,-628.0,5,24442.057882662655,35.358174434850156,39.7957372112,-105.13567796299999
781,576174b5864fce568982e04f,476600.0,29540,13.0,-1166.1666666659999,9,57037.67001864547,62.23191740100325,39.7956863283,-105.135339694
782,5761772f864fce568984779d,476600.0,4862,3.0,-257.0,2,12077.040438318694,19.46302852606206,39.7963466828,-105.135802486
783,576177853e952e04b3ae29dc,476327.0,6358,2.0,-262.0,2,13218.654757861053,56.53192243240571,39.5347205363,-104.85954751
784,576179a4f0fe6e0c9fd40ab6,476512.0,16771,4.0,-732.5,6,25304.57766572847,12.454092291026242,39.7790948535,-105.05132980200001
785,57617b98864fce56898758a8,476327.0,6358,2.0,-234.33333333299998,2,6043.4396861055575,56.53192243240571,39.5346708709,-104.859524158
786,57617bd5864fce56898784d0,476512.0,10661,4.0,-524.333333333,4,27880.673048702563,5.554652330861215,39.7828179682,-105.04922666700001
787,57617e1ef0fe6e0c9fd6eb06,476606.0,71947,13.5,-1604.999999999,13,61381.80662704276,72.18769504372207,39.7786937875,-104.977049975
788,57617e55864fce568989289c,476512.0,12898,3.0,-224.0,2,4478.739283571314,7.118044331624187,39.7881301424,-105.017558078
789,576180cf3e952e04b3b41e5c,476512.0,43878,7.5,-1124.1666666659999,9,52471.42089517905,33.788173702264174,39.7833956751,-104.99982142100001
790,576190303e952e04b3bdb2a7,476600.0,14445,6.0,-646.8333333329999,5,31319.592059689232,31.29862715369886,39.7954182557,-105.13526799899999
791,5761905d864fce56899468bd,476598.0,15335,5.0,-645.6666666670001,5,30166.988471748075,19.357304608481947,39.7957403803,-105.13540442700001
792,576194fff0fe6e0c9fe509d9,473683.0,24478,10.0,-1110.3333333337,9,42616.2728607048,21.58580161082261,39.779927885999996,-105.05816473600001
793,5761975f3e952e04b3c22275,473683.0,53056,9.5,-1502.499999999,12,65181.10106145883,38.83244953430365,39.7799673755,-105.057917587
794,57619edef0fe6e0c9feadbc6,473683.0,2999,1.0,-125.0,1,4610.13007533882,3.936398429477377,39.8035689121,-105.019247729
795,57619faa3e952e04b3c72366,476327.0,6358,1.0,-254.0,2,10620.764571574935,56.53192243240571,39.5347132306,-104.859533715
796,5761a161f0fe6e0c9fec42b9,473683.0,136157,26.5,-3831.3333333330006,30,172419.72906905843,161.7840465074413,39.803407181,-105.01929997399999
797,5761a309f0fe6e0c9fed2a42,476327.0,7702,4.5,-379.833333333,3,17034.420011324295,92.73592785742852,39.5347036106,-104.859429121
798,5761a977864fce5689a3836f,476598.0,13554,6.0,-508.0,4,22882.314379705058,15.903008057479916,39.7961907734,-105.136024463
799,5761aad8f0fe6e0c9ff1916b,476327.0,6358,2.0,-248.33333333299998,2,8856.844998097795,56.53192243240571,39.5346223003,-104.859510088
800,57623817864fce5689ec33af,473683.0,130140,30.0,-3593.4999999990005,28,167498.67086447895,184.3943312181613,39.8037379875,-105.018997124
801,576245ac864fce5689f3cbca,476185.0,3538,1.0,-122.0,1,3878.9410477424826,5.4979703614835955,39.8238955726,-105.053897225
802,576248053e952e04b31d9570,476185.0,29482,5.5,-1162.1666666659999,9,57630.34252604584,49.266468688893355,39.8272763919,-105.052941571
803,57624fe83e952e04b321fdbc,476185.0,15608,3.0,-774.5,6,35972.29162541312,23.071180234112784,39.8177593489,-105.039377338
804,5762516a3e952e04b322d6db,476512.0,7489,4.5,-382.5,3,16885.94819118208,43.1344021972733,39.6927702768,-105.00553211
805,57625257864fce5689fb22a8,476185.0,9096,6.0,-353.0,3,9392.156437461188,11.26564981548761,39.8207943227,-105.03610374899999
806,5762525b3e952e04b3235ae2,476327.0,7702,3.5,-383.833333333,3,17210.45621222259,92.73592785742852,39.5349468248,-104.859474269
807,576253de3e952e04b3244291,476600.0,21596,6.0,-784.0,6,40617.38839621182,34.97356858594484,39.7953650214,-105.135755538
808,576254503e952e04b324845b,476512.0,14586,6.0,-651.0,5,32998.794534484434,70.97740546403827,39.6927099519,-105.00699054299999
809,576254cbf0fe6e0c9f47da7f,476185.0,14514,3.0,-399.0,3,22093.6901338074,41.19538802189571,39.8164868558,-105.07351830799999
810,57625732f0fe6e0c9f4963d9,476185.0,33746,4.5,-856.833333333,7,32371.71513626772,40.69946932961862,39.7760046868,-105.082333889
811,576259a63e952e04b328194e,476185.0,22828,3.5,-806.0,6,48052.64093146022,33.23963715364058,39.7365629377,-105.099149314
812,57625b36f0fe6e0c9f4c25dc,476609.0,23085,3.0,-498.6666666667,4,24766.470470734836,12.873939701433939,39.7925346342,-105.016378594
813,57625c053e952e04b329d22d,476185.0,30483,9.5,-1041.833333333,8,51642.73125595489,57.882240080780775,39.7277304403,-105.10773364299999
814,57627aa93e952e04b3400797,476512.0,8904,1.0,-361.0,3,11015.025216553866,2.786756321025053,39.7772145155,-105.059630771
815,57627b20864fce5689183cde,476185.0,3403,1.0,-131.0,1,6511.9818170106155,4.204287564903523,39.7526179301,-105.093932383
816,57627c473e952e04b3412499,476615.0,7726,2.0,-113.0,1,2310.5383391209525,22.4926392680747,39.961839382,-105.180542609
817,57627d67f0fe6e0c9f64ab98,476512.0,16741,7.0,-526.0,4,28529.810810756986,5.514563985687227,39.7757178521,-105.060440326
818,57627db73e952e04b3421920,476185.0,12839,3.0,-440.5,4,8734.127096860404,12.372852984516673,39.7931327369,-105.084571862
819,57628002864fce56891b92d6,476185.0,3357,1.0,-122.0,1,3878.9410477424826,10.246129487867496,39.823639364099996,-105.064456063
820,576280ef864fce56891c3b76,476521.0,15430,3.0,-256.333333333,2,11150.107236427379,39.71642969128675,39.908638694000004,-105.16783239700001
821,5762813c3e952e04b344892d,476615.0,18481,3.0,-392.0,3,20365.01743438095,54.897210238037665,39.9081320294,-105.168049918
822,5762825e864fce56891d2e5c,476185.0,26695,8.5,-1019.333333334,8,49100.23440354031,22.222565831100976,39.8161273126,-105.052314562
823,576284d1f0fe6e0c9f69ba0c,476185.0,21932,5.0,-769.666666666,6,40837.912567000814,23.34849791362792,39.815350676,-105.054720885
824,576285e8f0fe6e0c9f6a7583,476521.0,10743,2.0,-257.66666666599997,2,11539.67308356148,34.01464687916219,39.9087512306,-105.167795335
825,5762864a864fce56891fd9bd,476615.0,18532,3.5,-392.833333333,3,21364.801054843054,58.94307714484572,39.9085422656,-105.16798301
826,57629063f0fe6e0c9f718225,476615.0,18481,4.0,-377.0,3,14664.767685258677,54.897210238037665,39.908377123499996,-105.16816857399999
827,57629070f0fe6e0c9f718d12,476521.0,3051,1.0,-126.0,1,4883.297455854504,15.180780546750915,39.9080471352,-105.168085845
828,57629fd43e952e04b358cc1a,476521.0,1012,0.5,-104.5,1,1416.4889117823254,18.11687962466709,39.8936074802,-105.22409339
829,5762a6bc864fce56893566ed,476521.0,7444,1.0,-251.33333333299998,2,9588.03402569413,10.581018120543927,39.787348652199995,-105.132931699
830,5762a89b3e952e04b35e5e18,476615.0,29839,5.0,-642.6666666670001,5,32075.378501881434,91.78584245869106,39.9080620638,-105.168062741
831,5762ab7ef0fe6e0c9f830c49,476521.0,16323,7.0,-778.833333333,6,38190.73582042868,33.85525153898545,39.7961605513,-105.135077385
832,5762af8ff0fe6e0c9f859b66,476615.0,3051,1.0,-117.333333333,1,2965.1489373501736,15.180780546750915,39.9126111479,-105.17956655399999
833,5762b460864fce56893e2d0d,476615.0,28686,5.0,-755.833333333,6,31506.851911844256,124.82749765531366,39.9562273654,-105.122736176
834,5762e790864fce56895dfc66,476185.0,43725,13.0,-1586.833333333,12,89891.53848667479,85.79280044798648,39.827530533200004,-105.05267638299999
835,57631933f0fe6e0c9fc1ffa6,476600.0,31874,13.5,-1164.8333333340001,9,57582.36731822032,65.79874396283907,39.7958308713,-105.135720548
836,576331f5864fce5689848aad,476598.0,15398,7.0,-654.333333333,5,34430.02669740281,39.42172856971152,39.7879372579,-105.12854276799999
837,5763734c864fce5689a422f3,476600.0,214061,52.5,-6258.666666665,49,288154.03340447665,344.9876473987222,39.8031012121,-105.02329164700001
838,576375ec864fce5689a55e62,476600.0,21250,2.5,-359.5,3,10824.957243986297,10.962709277493827,39.7938566018,-105.030307706
839,57639721f0fe6e0c9ffe33c4,476185.0,21022,5.5,-523.5,4,27682.40749847586,12.715342905880524,39.8238144559,-105.054012282
840,57639af7f0fe6e0c9f002168,476185.0,8057,3.0,-486.0,4,22533.91008247783,14.82761215034991,39.8182645603,-105.050591217
841,57639efd3e952e04b3e0592c,476185.0,25127,9.0,-1030.5,8,57978.66286861851,24.674237426922726,39.815831945999996,-105.054009623
842,5763a41f864fce5689bd5fab,476606.0,28754,4.5,-769.6666666670001,6,40345.580061272696,22.68634656937073,39.7831420973,-104.983214174
843,5763ab7c864fce5689c204b9,476521.0,6789,4.0,-266.0,2,14710.081207586827,12.479980050308978,39.7958998181,-105.135117114
844,5763db40864fce5689e3e4fc,476185.0,20321,6.0,-772.1666666659999,6,39489.11385090504,20.35886204054538,39.8155669861,-105.04690842299999
845,5763e0143e952e04b30d11bd,476600.0,30290,2.5,-982.5,8,36402.65299858603,23.986685028101395,39.7946059463,-105.027402019
846,5763e260864fce5689e8d46c,476600.0,25633,6.5,-865.166666666,7,34350.29062631735,23.920739547855295,39.7942185486,-105.02624636700001
847,5763e4c9f0fe6e0c9f31ac41,476600.0,20330,4.5,-602.1666666670001,5,25433.84785232926,19.092813640181873,39.7943490959,-105.02547126
848,5763e7383e952e04b312177a,476600.0,18796,5.5,-483.666666667,4,16970.166486638667,13.357055553672318,39.7938408519,-105.02727476700001
849,576416ba3e952e04b331ed9a,476185.0,18515,5.0,-770.3333333329999,6,37347.009047216095,37.589425003480784,39.8274536773,-105.05260357
850,57641ccc3e952e04b335fac8,476185.0,20205,6.0,-723.000000001,6,27433.80216443391,18.73499091741239,39.8071666113,-105.044191767
851,57641f35864fce568911e8bf,476185.0,17075,6.0,-506.0,4,21520.834799479686,10.699907509980623,39.7963037921,-105.044642687
852,576421a6f0fe6e0c9f59febe,476185.0,21205,5.5,-761.6666666670001,6,36117.76976923468,18.929243452349944,39.7748041944,-105.03899526
853,576424173e952e04b33aae6f,476185.0,2731,1.0,-122.0,1,3878.9410477424826,1.8041029131983315,39.7556648532,-105.034184186
854,576426873e952e04b33c3459,476185.0,7638,1.0,-249.0,2,8992.080210418822,7.664275055213014,39.7553691015,-105.03409238
855,57642b30f0fe6e0c9f5fffaa,476609.0,8996,0.0,-383.0,3,17000.424645833053,5.004363034571349,39.7830156833,-105.057136234
856,5764321b864fce56891dde4c,473683.0,47286,12.5,-1604.6666666659999,13,61671.21844613178,34.14706996985221,39.7799427107,-105.059410415
857,57643999864fce5689228c8e,476185.0,18744,3.5,-652.0,5,32362.17876021822,15.459973253291144,39.7926151094,-105.037468706
858,57643c08864fce5689240028,476185.0,3983,2.0,-225.66666666700002,2,4709.240375422978,7.282561935343505,39.8138452968,-105.04477063899999
859,57643e753e952e04b34adfd7,476185.0,15171,6.5,-761.8333333329999,6,34013.562613202565,28.74551204129404,39.8272792787,-105.05297337399999
860,576448bd864fce56892b9d26,476600.0,9334,3.0,-247.0,2,9056.502690569094,3.4867495269476496,39.7751804638,-105.060983506
861,5764b8abf0fe6e0c9fab7588,476521.0,104391,18.5,-2940.1666666660003,23,136253.47885080293,136.8346861497255,39.8069975175,-105.080080726
862,5764df78f0fe6e0c9fbda774,476185.0,15186,6.0,-513.5,4,24947.983701810088,12.073924068894264,39.8218935549,-105.056465705
863,5764ec14f0fe6e0c9fc3f166,476185.0,4067,2.0,-252.33333333299998,2,11163.248327926385,6.608261100524146,39.8223512471,-105.054672151
864,5764f066864fce5689813b91,476185.0,22213,6.5,-771.0,6,36899.058715942694,29.50290010635614,39.8275247933,-105.052710406
865,5764f7acf0fe6e0c9fca1a9f,476185.0,36822,10.5,-1296.166666667,10,63265.395216948564,34.90606969388963,39.815260064499995,-105.03479041899999
866,5764fa1f3e952e04b3ac2777,476185.0,37731,8.5,-1298.0,10,64379.37052140088,42.41989745691823,39.8199820882,-105.046016729
867,5764fd6e3e952e04b3ae4a40,476521.0,2610,0.5,-124.5,1,4479.3312416054705,2.0153745377479013,39.8008442891,-105.06461487600001
868,5764fefa864fce5689897305,476185.0,31485,6.5,-1015.000000001,8,54089.91500694037,22.550853131425317,39.8162787978,-105.050387657
869,57650207864fce56898b7484,476521.0,17816,0.5,-617.0,5,21569.553475073742,14.09298038293173,39.8047895498,-105.052297356
870,57650464f0fe6e0c9fd1d749,476521.0,27498,6.5,-1000.666666666,8,42723.60792857131,25.974566365325185,39.8037193867,-105.05300938200001
871,576506d1f0fe6e0c9fd36cda,476521.0,42003,12.5,-1409.5,11,66373.53913331353,35.21044234662608,39.8031876516,-105.05362456799999
872,576509293e952e04b3b5b298,476521.0,32111,11.5,-1279.8333333330002,10,64157.276266388166,30.277160577871165,39.8035091552,-105.05316643100001
873,57650b8af0fe6e0c9fd65df7,476521.0,23960,7.0,-853.8333333329999,7,30844.26842846964,20.47659600384159,39.8040166361,-105.052796731
874,57650de5864fce5689930543,476521.0,28573,5.0,-1148.333333333,9,53582.683009463064,24.77919021638757,39.804728654,-105.053033949
875,57651061f0fe6e0c9fd989c9,476521.0,32195,8.5,-1282.833333332,10,64182.594374839195,27.487256789675527,39.8046753269,-105.052295
876,576512af3e952e04b3bbe8e5,476521.0,11649,8.0,-481.0,4,14797.813085928494,12.019471849883514,39.8053012907,-105.05213020299999
877,57651518f0fe6e0c9fdc97f4,476521.0,53184,18.5,-1846.833333333,15,70483.53341601939,49.23097393285402,39.8051221363,-105.05138471
878,576528e53e952e04b3ca042c,476185.0,9139,3.5,-389.0,3,18138.83894085023,16.7069572843919,39.8267302881,-105.05179368200001
879,576530f4864fce5689a96c4b,476521.0,54279,15.0,-1621.666666667,13,69396.57732691983,48.766054814852474,39.804605180500005,-105.051030346
880,576536d53e952e04b3d2884c,476185.0,6063,3.0,-366.666666667,3,13651.246796884621,10.64711664193033,39.815451641799996,-105.05125926
881,5765570bf0fe6e0c9f040c91,476609.0,27760,5.5,-497.5,4,20638.80557350646,30.08010832403985,39.7317697647,-104.971233955
882,57655c04f0fe6e0c9f06d779,476609.0,25495,5.0,-546.0,4,36121.19113837292,37.63546193945619,39.7130634299,-104.954227124
883,57655db0864fce5689c37155,476521.0,54279,12.5,-1623.9999999997,13,69384.00365164914,48.766054814852474,39.8040911076,-105.051174585
884,576564553e952e04b3ece2f0,476185.0,2189,1.0,-119.666666667,1,3391.4064820395206,4.051636715237554,39.8229919774,-105.054781191
885,576568a43e952e04b3ef4c10,476185.0,2189,1.0,-118.666666667,1,3201.694175275988,4.051636715237554,39.8272982807,-105.05257554399999
886,57656afff0fe6e0c9f0f2de3,476185.0,17617,10.5,-938.0,7,56131.00839404462,29.49830725725216,39.8268140734,-105.05283484200001
887,57659930864fce5689e4db09,476521.0,39090,11.0,-1242.166666667,10,51698.46224310198,35.87043431974831,39.8047789504,-105.05099957799999
888,5765bf2ef0fe6e0c9f3be1f0,476609.0,18572,8.0,-515.0,4,23864.49735888418,34.225443340434886,39.713096939699994,-104.953640381
889,57666a433e952e04b370a380,476609.0,15381,0.5,-397.5,3,22141.26650097801,22.044914004999452,39.7126778705,-104.95343352
890,57666f233e952e04b3737588,476609.0,8393,1.5,-257.0,2,11282.959766835178,23.6491772202067,39.7128058094,-104.954273357
891,57668a753e952e04b382bc66,476609.0,16748,4.0,-403.5,3,23983.509489949363,24.13446266478141,39.713060650799996,-104.95394502200001
892,5766bb6f864fce5689777a04,476185.0,11926,3.5,-248.0,2,10508.637729697164,31.078516469233158,39.8680169008,-105.044653175
893,5766cf953e952e04b3a63dd6,476185.0,14206,5.5,-496.5,4,20093.20457615659,34.49742005684343,39.8495972745,-105.04321249799999
894,5766d204f0fe6e0c9fc438b1,476185.0,5727,2.0,-253.66666666700002,2,10383.11175679988,9.549607076721149,39.82677635,-105.05207328
