messid,bsid,did,nseq,rssi,time_ux,bs_lat,bs_lng
5752f716864fce5689620d64,2610,476212.0,1.0,-124.333333333,1.465054998e+12,39.7979686649,-105.073460438
5752f716864fce5689620d64,2617,476212.0,1.5,-138.0,1.465054998e+12,39.7799081609,-105.062479338
5752f716864fce5689620d64,2731,476212.0,1.0,-112.333333333,1.465054998e+12,39.7814639251,-105.040763432
5752f716864fce5689620d64,2999,476212.0,2.0,-126.0,1.465054998e+12,39.793585077,-105.01825064
5752f716864fce5689620d64,3556,476212.0,1.0,-116.0,1.465054998e+12,39.7806581352,-105.053676268
5752f716864fce5689620d64,3562,476212.0,2.0,-119.0,1.465054998e+12,39.7977059038,-105.060233749
5752f716864fce5689620d64,3579,476212.0,2.0,-125.0,1.465054998e+12,39.7550193847,-105.043314763
5752f716864fce5689620d64,4157,476212.0,2.0,-134.0,1.465054998e+12,39.8054198019,-105.040942297
5752f716864fce5689620d64,8352,476212.0,0.0,-128.0,1.465054998e+12,39.7616334244,-105.025752947
5752f716864fce5689620d64,8446,476212.0,1.0,-132.333333333,1.465054998e+12,39.8056964255,-105.056208144
5752fc253e952e04b39aa8c5,1264,476212.0,1.0,-123.666666667,1.465056293e+12,39.7471392104,-105.085312503
5752fc253e952e04b39aa8c5,1859,476212.0,2.0,-129.0,1.465056293e+12,39.7048869498,-105.016392267
5752fc253e952e04b39aa8c5,1872,476212.0,1.0,-125.0,1.465056293e+12,39.823856259,-105.239120142
5752fc253e952e04b39aa8c5,1878,476212.0,1.0,-126.5,1.465056293e+12,39.803794978,-105.072089989
5752fc253e952e04b39aa8c5,2189,476212.0,1.0,-128.333333333,1.465056293e+12,39.8176539435,-105.050983775
5752fc253e952e04b39aa8c5,2605,476212.0,1.0,-132.5,1.465056293e+12,39.6127445823,-105.008826579
5752fc253e952e04b39aa8c5,2610,476212.0,0.5,-131.0,1.465056293e+12,39.7979686649,-105.073460438
5752fc253e952e04b39aa8c5,2617,476212.0,1.0,-133.333333333,1.465056293e+12,39.7799081609,-105.062479338
5752fc253e952e04b39aa8c5,2784,476212.0,2.0,-119.0,1.465056293e+12,39.7281854331,-105.042323764
5752fc253e952e04b39aa8c5,2846,476212.0,1.0,-120.333333333,1.465056293e+12,39.666187571,-105.077529959
5752fc253e952e04b39aa8c5,3025,476212.0,2.0,-129.0,1.465056293e+12,39.6546818791,-105.043685283
5752fc253e952e04b39aa8c5,3378,476212.0,2.0,-135.0,1.465056293e+12,39.7151104414,-105.059249622
5752fc253e952e04b39aa8c5,3386,476212.0,1.0,-123.333333333,1.465056293e+12,39.8105085102,-105.151310853
5752fc253e952e04b39aa8c5,3403,476212.0,1.0,-127.0,1.465056293e+12,39.8079156368,-105.097858778
5752fc253e952e04b39aa8c5,3414,476212.0,1.0,-110.333333333,1.465056293e+12,39.747448451,-105.056730649
5752fc253e952e04b39aa8c5,3500,476212.0,1.0,-125.333333333,1.465056293e+12,39.7764668653,-105.099747171
5752fc253e952e04b39aa8c5,3529,476212.0,2.0,-125.0,1.465056293e+12,39.7553902903,-105.056406141
5752fc253e952e04b39aa8c5,3547,476212.0,2.0,-128.0,1.465056293e+12,39.692975919,-105.044371274
5752fc253e952e04b39aa8c5,3548,476212.0,2.0,-133.0,1.465056293e+12,39.7448482036,-105.010048102
5752fc253e952e04b39aa8c5,3563,476212.0,1.5,-126.0,1.465056293e+12,39.8167547068,-105.17152169
5752fc253e952e04b39aa8c5,3578,476212.0,1.5,-121.0,1.465056293e+12,39.7286509462,-105.163031574
5752fc253e952e04b39aa8c5,3579,476212.0,2.0,-125.0,1.465056293e+12,39.7550193847,-105.043314763
5752fc253e952e04b39aa8c5,3581,476212.0,1.0,-114.333333333,1.465056293e+12,39.7181196801,-105.066747888
5752fc253e952e04b39aa8c5,4078,476212.0,1.0,-127.0,1.465056293e+12,39.7163169164,-105.132549933
5752fc253e952e04b39aa8c5,4147,476212.0,1.5,-125.0,1.465056293e+12,39.665430287,-105.111884525
5752fc253e952e04b39aa8c5,4244,476212.0,1.0,-110.666666667,1.465056293e+12,39.7708525833,-105.071494168
5752fc253e952e04b39aa8c5,7456,476212.0,1.0,-125.0,1.465056293e+12,39.7821125865,-105.072700822
5752fc253e952e04b39aa8c5,8245,476212.0,1.0,-91.3333333333,1.465056293e+12,39.7594613083,-105.074287246
5752fc253e952e04b39aa8c5,8370,476212.0,1.5,-133.5,1.465056293e+12,39.7064355449,-105.09932301
5752fc253e952e04b39aa8c5,8437,476212.0,1.0,-98.6666666667,1.465056293e+12,39.7594613083,-105.074287246
5752fc253e952e04b39aa8c5,8452,476212.0,1.5,-139.0,1.465056293e+12,39.748725342,-105.21104149
5752fc253e952e04b39aa8c5,8472,476212.0,1.5,-135.0,1.465056293e+12,39.7343296311,-105.165354911
5752fc253e952e04b39aa8c5,8473,476212.0,2.0,-130.0,1.465056293e+12,39.8457458983,-105.195932521
5752febff0fe6e0c9fd5479e,1872,476212.0,1.0,-131.0,1.465056959e+12,39.823856259,-105.239120142
5752febff0fe6e0c9fd5479e,2610,476212.0,1.5,-132.0,1.465056959e+12,39.7979686649,-105.073460438
5752febff0fe6e0c9fd5479e,2617,476212.0,1.0,-144.0,1.465056959e+12,39.7799081609,-105.062479338
5752febff0fe6e0c9fd5479e,2784,476212.0,0.0,-128.0,1.465056959e+12,39.7281854331,-105.042323764
5752febff0fe6e0c9fd5479e,2846,476212.0,1.0,-125.0,1.465056959e+12,39.666187571,-105.077529959
5752febff0fe6e0c9fd5479e,3025,476212.0,0.0,-132.0,1.465056959e+12,39.6546818791,-105.043685283
5752febff0fe6e0c9fd5479e,3386,476212.0,1.0,-128.0,1.465056959e+12,39.8105085102,-105.151310853
5752febff0fe6e0c9fd5479e,3402,476212.0,1.0,-135.0,1.465056959e+12,39.842058117,-105.127072385
5752febff0fe6e0c9fd5479e,3403,476212.0,1.0,-125.0,1.465056959e+12,39.8079156368,-105.097858778
5752febff0fe6e0c9fd5479e,3500,476212.0,1.0,-117.666666667,1.465056959e+12,39.7764668653,-105.099747171
5752febff0fe6e0c9fd5479e,3556,476212.0,0.0,-134.0,1.465056959e+12,39.7806581352,-105.053676268
5752febff0fe6e0c9fd5479e,3570,476212.0,1.0,-128.0,1.465056959e+12,39.7578896588,-105.119324332
5752febff0fe6e0c9fd5479e,3578,476212.0,1.0,-120.333333333,1.465056959e+12,39.7286509462,-105.163031574
5752febff0fe6e0c9fd5479e,4058,476212.0,1.0,-108.666666667,1.465056959e+12,39.7832105294,-105.088746775
5752febff0fe6e0c9fd5479e,4078,476212.0,1.0,-130.0,1.465056959e+12,39.7163169164,-105.132549933
5752febff0fe6e0c9fd5479e,4244,476212.0,1.0,-111.666666667,1.465056959e+12,39.7708525833,-105.071494168
5752febff0fe6e0c9fd5479e,7456,476212.0,1.0,-118.333333333,1.465056959e+12,39.7821125865,-105.072700822
5752febff0fe6e0c9fd5479e,8245,476212.0,1.0,-93.0,1.465056959e+12,39.7594613083,-105.074287246
5752febff0fe6e0c9fd5479e,8437,476212.0,0.5,-104.0,1.465056959e+12,39.7594613083,-105.074287246
5752febff0fe6e0c9fd5479e,8472,476212.0,1.5,-134.0,1.465056959e+12,39.7343296311,-105.165354911
5753015f864fce568967b927,2610,476212.0,1.0,-128.333333333,1.465057631e+12,39.7979686649,-105.073460438
5753015f864fce568967b927,3386,476212.0,0.0,-130.0,1.465057631e+12,39.8105085102,-105.151310853
5753015f864fce568967b927,3403,476212.0,1.0,-133.666666667,1.465057631e+12,39.8079156368,-105.097858778
5753015f864fce568967b927,3414,476212.0,2.0,-103.0,1.465057631e+12,39.747448451,-105.056730649
5753015f864fce568967b927,3581,476212.0,0.0,-128.0,1.465057631e+12,39.7181196801,-105.066747888
5753015f864fce568967b927,4244,476212.0,1.0,-122.0,1.465057631e+12,39.7708525833,-105.071494168
5753015f864fce568967b927,8245,476212.0,1.0,-119.0,1.465057631e+12,39.7594613083,-105.074287246
5753015f864fce568967b927,8437,476212.0,1.0,-113.333333333,1.465057631e+12,39.7594613083,-105.074287246
575303e8864fce56896922c4,1878,476212.0,1.0,-124.666666667,1.46505828e+12,39.803794978,-105.072089989
575303e8864fce56896922c4,2610,476212.0,1.0,-128.0,1.46505828e+12,39.7979686649,-105.073460438
575303e8864fce56896922c4,3403,476212.0,1.5,-130.5,1.46505828e+12,39.8079156368,-105.097858778
575303e8864fce56896922c4,3562,476212.0,1.0,-127.0,1.46505828e+12,39.7977059038,-105.060233749
575303e8864fce56896922c4,3563,476212.0,2.0,-131.0,1.46505828e+12,39.8167547068,-105.17152169
575303e8864fce56896922c4,3578,476212.0,2.0,-132.0,1.46505828e+12,39.7286509462,-105.163031574
575303e8864fce56896922c4,4058,476212.0,1.0,-113.5,1.46505828e+12,39.7832105294,-105.088746775
575303e8864fce56896922c4,4147,476212.0,2.0,-129.0,1.46505828e+12,39.665430287,-105.111884525
575303e8864fce56896922c4,4244,476212.0,1.0,-114.333333333,1.46505828e+12,39.7708525833,-105.071494168
575303e8864fce56896922c4,7456,476212.0,0.0,-133.0,1.46505828e+12,39.7821125865,-105.072700822
575303e8864fce56896922c4,8437,476212.0,1.0,-122.0,1.46505828e+12,39.7594613083,-105.074287246
575303e8864fce56896922c4,8452,476212.0,2.0,-138.0,1.46505828e+12,39.748725342,-105.21104149
575303e8864fce56896922c4,8472,476212.0,2.0,-135.0,1.46505828e+12,39.7343296311,-105.165354911
57530693f0fe6e0c9fd980fa,1264,476212.0,0.5,-136.5,1.465058963e+12,39.7471392104,-105.085312503
57530693f0fe6e0c9fd980fa,1859,476212.0,1.0,-127.666666667,1.465058963e+12,39.7048869498,-105.016392267
57530693f0fe6e0c9fd980fa,1878,476212.0,0.5,-125.0,1.465058963e+12,39.803794978,-105.072089989
57530693f0fe6e0c9fd980fa,2605,476212.0,1.0,-136.5,1.465058963e+12,39.6127445823,-105.008826579
57530693f0fe6e0c9fd980fa,2610,476212.0,0.5,-123.5,1.465058963e+12,39.7979686649,-105.073460438
57530693f0fe6e0c9fd980fa,2846,476212.0,1.0,-131.5,1.465058963e+12,39.666187571,-105.077529959
57530693f0fe6e0c9fd980fa,3414,476212.0,1.0,-120.0,1.465058963e+12,39.747448451,-105.056730649
57530693f0fe6e0c9fd980fa,3578,476212.0,1.5,-130.0,1.465058963e+12,39.7286509462,-105.163031574
57530693f0fe6e0c9fd980fa,4058,476212.0,0.5,-113.0,1.465058963e+12,39.7832105294,-105.088746775
57530693f0fe6e0c9fd980fa,4147,476212.0,1.0,-130.666666667,1.465058963e+12,39.665430287,-105.111884525
57530693f0fe6e0c9fd980fa,4244,476212.0,1.0,-112.0,1.465058963e+12,39.7708525833,-105.071494168
57530693f0fe6e0c9fd980fa,8245,476212.0,1.0,-124.0,1.465058963e+12,39.7594613083,-105.074287246
57530693f0fe6e0c9fd980fa,8437,476212.0,0.5,-126.5,1.465058963e+12,39.7594613083,-105.074287246
57530693f0fe6e0c9fd980fa,8472,476212.0,1.0,-136.5,1.465058963e+12,39.7343296311,-105.165354911
575309303e952e04b3a1a326,2610,476212.0,2.0,-130.0,1.465059632e+12,39.7979686649,-105.073460438
575309303e952e04b3a1a326,2731,476212.0,2.0,-130.0,1.465059632e+12,39.7814639251,-105.040763432
575309303e952e04b3a1a326,2799,476212.0,2.0,-129.0,1.465059632e+12,39.7530526327,-104.941021699
575309303e952e04b3a1a326,2862,476212.0,2.0,-119.0,1.465059632e+12,39.7777762414,-104.96330486
575309303e952e04b3a1a326,3410,476212.0,2.0,-124.0,1.465059632e+12,39.7776897533,-105.002424326
575309303e952e04b3a1a326,3579,476212.0,1.0,-109.0,1.465059632e+12,39.7550193847,-105.043314763
57545c5ff0fe6e0c9f8587cf,1872,476517.0,0.0,-130.0,1.465146463e+12,39.823856259,-105.239120142
57545c5ff0fe6e0c9f8587cf,3386,476517.0,1.5,-123.5,1.465146463e+12,39.8105085102,-105.151310853
57545c5ff0fe6e0c9f8587cf,3500,476517.0,1.5,-128.5,1.465146463e+12,39.7764668653,-105.099747171
57545c5ff0fe6e0c9f8587cf,3570,476517.0,1.5,-121.5,1.465146463e+12,39.7578896588,-105.119324332
575467d9f0fe6e0c9f8b4ced,2610,476517.0,1.0,-133.0,1.465149401e+12,39.7979686649,-105.073460438
575467d9f0fe6e0c9f8b4ced,3386,476517.0,1.0,-125.666666667,1.465149401e+12,39.8105085102,-105.151310853
575467d9f0fe6e0c9f8b4ced,3403,476517.0,1.0,-131.333333333,1.465149401e+12,39.8079156368,-105.097858778
575467d9f0fe6e0c9f8b4ced,3500,476517.0,1.0,-135.0,1.465149401e+12,39.7764668653,-105.099747171
57546b9f864fce568921efbe,1476,476517.0,0.5,-141.0,1.465150367e+12,39.7050706005,-105.145581142
57546b9f864fce568921efbe,1878,476517.0,2.0,-129.0,1.465150367e+12,39.803794978,-105.072089989
57546b9f864fce568921efbe,2846,476517.0,0.0,-137.0,1.465150367e+12,39.666187571,-105.077529959
57546b9f864fce568921efbe,3386,476517.0,1.0,-123.333333333,1.465150367e+12,39.8105085102,-105.151310853
57546b9f864fce568921efbe,3402,476517.0,2.0,-136.0,1.465150367e+12,39.842058117,-105.127072385
57546b9f864fce568921efbe,3403,476517.0,0.5,-134.0,1.465150367e+12,39.8079156368,-105.097858778
57546b9f864fce568921efbe,3570,476517.0,0.0,-123.0,1.465150367e+12,39.7578896588,-105.119324332
57546c48f0fe6e0c9f8d7d83,8470,476212.0,0.0,-128.0,1.465150536e+12,39.8387400544,-105.085159501
57546e96864fce568923710e,8470,476212.0,1.0,-129.5,1.465151126e+12,39.8387400544,-105.085159501
575476c0864fce5689276ee1,2605,476503.0,2.0,-132.0,1.465153216e+12,39.6127445823,-105.008826579
575476c0864fce5689276ee1,2846,476503.0,2.0,-129.0,1.465153216e+12,39.666187571,-105.077529959
575476c0864fce5689276ee1,3402,476503.0,0.0,-112.0,1.465153216e+12,39.842058117,-105.127072385
575476c0864fce5689276ee1,4058,476503.0,2.0,-110.0,1.465153216e+12,39.7832105294,-105.088746775
57547947f0fe6e0c9f9413bc,4058,476503.0,1.0,-119.0,1.465153863e+12,39.7832105294,-105.088746775
57547b28f0fe6e0c9f94fd32,8470,476212.0,1.5,-134.0,1.465154344e+12,39.8387400544,-105.085159501
57547bc93e952e04b35dc28c,1012,476503.0,1.0,-135.0,1.465154505e+12,39.8985659122,-105.210042287
57547bc93e952e04b35dc28c,8473,476503.0,1.0,-125.0,1.465154505e+12,39.8457458983,-105.195932521
57547dea3e952e04b35eb3c4,1872,476517.0,2.0,-134.0,1.46515505e+12,39.823856259,-105.239120142
57547dea3e952e04b35eb3c4,1878,476517.0,1.5,-130.5,1.46515505e+12,39.803794978,-105.072089989
57547dea3e952e04b35eb3c4,2610,476517.0,1.0,-127.333333333,1.46515505e+12,39.7979686649,-105.073460438
57547dea3e952e04b35eb3c4,3386,476517.0,1.0,-117.333333333,1.46515505e+12,39.8105085102,-105.151310853
57547dea3e952e04b35eb3c4,3563,476517.0,1.0,-132.0,1.46515505e+12,39.8167547068,-105.17152169
57547dea3e952e04b35eb3c4,3578,476517.0,1.0,-126.333333333,1.46515505e+12,39.7286509462,-105.163031574
57547dea3e952e04b35eb3c4,4058,476517.0,1.0,-117.0,1.46515505e+12,39.7832105294,-105.088746775
57547dea3e952e04b35eb3c4,8472,476517.0,1.0,-130.0,1.46515505e+12,39.7343296311,-105.165354911
57548a3f864fce568930fdfe,8474,473953.0,2.0,-126.0,1.465158207e+12,39.7320448643,-104.973650831
575495db864fce568936ba71,2610,476517.0,1.0,-137.0,1.465161179e+12,39.7979686649,-105.073460438
575495db864fce568936ba71,3386,476517.0,1.0,-112.666666667,1.465161179e+12,39.8105085102,-105.151310853
575495db864fce568936ba71,3563,476517.0,1.0,-129.0,1.465161179e+12,39.8167547068,-105.17152169
575495db864fce568936ba71,3570,476517.0,0.5,-126.0,1.465161179e+12,39.7578896588,-105.119324332
575495db864fce568936ba71,3578,476517.0,2.0,-130.0,1.465161179e+12,39.7286509462,-105.163031574
575495db864fce568936ba71,4058,476517.0,2.0,-121.0,1.465161179e+12,39.7832105294,-105.088746775
575499133e952e04b36be48f,3403,476517.0,0.0,-137.0,1.465162003e+12,39.8079156368,-105.097858778
575499133e952e04b36be48f,3500,476517.0,1.0,-131.333333333,1.465162003e+12,39.7764668653,-105.099747171
575499133e952e04b36be48f,3563,476517.0,0.0,-132.0,1.465162003e+12,39.8167547068,-105.17152169
575499133e952e04b36be48f,3570,476517.0,2.0,-129.0,1.465162003e+12,39.7578896588,-105.119324332
575499133e952e04b36be48f,8472,476517.0,0.0,-134.0,1.465162003e+12,39.7343296311,-105.165354911
575515f6864fce568974810f,1878,476185.0,1.0,-114.0,1.465193974e+12,39.803794978,-105.072089989
575515f6864fce568974810f,1987,476185.0,1.0,-137.333333333,1.465193974e+12,39.8078409419,-105.043755461
575515f6864fce568974810f,1988,476185.0,1.0,-132.666666667,1.465193974e+12,39.9263970026,-105.084103021
575515f6864fce568974810f,1994,476185.0,1.0,-136.333333333,1.465193974e+12,39.8181435025,-105.047564818
575515f6864fce568974810f,2189,476185.0,1.0,-102.0,1.465193974e+12,39.8176539435,-105.050983775
575515f6864fce568974810f,2610,476185.0,0.5,-130.5,1.465193974e+12,39.7979686649,-105.073460438
575515f6864fce568974810f,3412,476185.0,1.5,-126.5,1.465193974e+12,39.8241946127,-104.998428692
575515f6864fce568974810f,3538,476185.0,1.0,-122.666666667,1.465193974e+12,39.8216715273,-105.023146494
575515f6864fce568974810f,3545,476185.0,0.0,-129.0,1.465193974e+12,39.8719024671,-105.058841789
575515f6864fce568974810f,3565,476185.0,1.0,-132.0,1.465193974e+12,39.9040824664,-105.07782543
575515f6864fce568974810f,3576,476185.0,0.0,-137.0,1.465193974e+12,39.8490078949,-105.015598801
575515f6864fce568974810f,4157,476185.0,1.0,-132.0,1.465193974e+12,39.8054198019,-105.040942297
575515f6864fce568974810f,8446,476185.0,1.0,-131.5,1.465193974e+12,39.8056964255,-105.056208144
575515f6864fce568974810f,8470,476185.0,0.5,-122.5,1.465193974e+12,39.8387400544,-105.085159501
575515f6864fce568974810f,8475,476185.0,2.0,-139.0,1.465193974e+12,39.811782105,-105.026328911
575515f6864fce568974810f,8509,476185.0,1.0,-127.666666667,1.465193974e+12,39.8127198926,-105.06903626
57551a2ff0fe6e0c9fe084a5,1741,476185.0,1.0,-123.666666667,1.465195055e+12,39.8078782841,-105.047756523
57551a2ff0fe6e0c9fe084a5,1878,476185.0,0.5,-127.0,1.465195055e+12,39.803794978,-105.072089989
57551a2ff0fe6e0c9fe084a5,1987,476185.0,1.0,-131.333333333,1.465195055e+12,39.8078409419,-105.043755461
57551a2ff0fe6e0c9fe084a5,1988,476185.0,1.0,-134.0,1.465195055e+12,39.9263970026,-105.084103021
57551a2ff0fe6e0c9fe084a5,1994,476185.0,1.0,-123.666666667,1.465195055e+12,39.8181435025,-105.047564818
57551a2ff0fe6e0c9fe084a5,1996,476185.0,1.0,-120.0,1.465195055e+12,39.8162240841,-105.045346792
57551a2ff0fe6e0c9fe084a5,2189,476185.0,1.0,-86.3333333333,1.465195055e+12,39.8176539435,-105.050983775
57551a2ff0fe6e0c9fe084a5,2617,476185.0,0.5,-139.5,1.465195055e+12,39.7799081609,-105.062479338
57551a2ff0fe6e0c9fe084a5,2999,476185.0,0.5,-124.0,1.465195055e+12,39.793585077,-105.01825064
57551a2ff0fe6e0c9fe084a5,3357,476185.0,1.0,-129.0,1.465195055e+12,39.8534180447,-104.985877334
57551a2ff0fe6e0c9fe084a5,3410,476185.0,1.0,-127.0,1.465195055e+12,39.7776897533,-105.002424326
57551a2ff0fe6e0c9fe084a5,3412,476185.0,1.0,-126.666666667,1.465195055e+12,39.8241946127,-104.998428692
57551a2ff0fe6e0c9fe084a5,3538,476185.0,1.0,-132.0,1.465195055e+12,39.8216715273,-105.023146494
57551a2ff0fe6e0c9fe084a5,3548,476185.0,1.0,-134.0,1.465195055e+12,39.7448482036,-105.010048102
57551a2ff0fe6e0c9fe084a5,3554,476185.0,1.0,-134.0,1.465195055e+12,39.9107575566,-105.094683961
57551a2ff0fe6e0c9fe084a5,3562,476185.0,1.0,-125.0,1.465195055e+12,39.7977059038,-105.060233749
57551a2ff0fe6e0c9fe084a5,3565,476185.0,1.5,-129.5,1.465195055e+12,39.9040824664,-105.07782543
57551a2ff0fe6e0c9fe084a5,4064,476185.0,0.0,-138.0,1.465195055e+12,39.9949158653,-105.122607937
57551a2ff0fe6e0c9fe084a5,4147,476185.0,1.0,-132.333333333,1.465195055e+12,39.665430287,-105.111884525
57551a2ff0fe6e0c9fe084a5,4157,476185.0,1.0,-127.666666667,1.465195055e+12,39.8054198019,-105.040942297
57551a2ff0fe6e0c9fe084a5,4244,476185.0,1.0,-133.0,1.465195055e+12,39.7708525833,-105.071494168
57551a2ff0fe6e0c9fe084a5,8446,476185.0,1.0,-132.0,1.465195055e+12,39.8056964255,-105.056208144
57551a2ff0fe6e0c9fe084a5,8470,476185.0,1.0,-115.0,1.465195055e+12,39.8387400544,-105.085159501
57551a2ff0fe6e0c9fe084a5,9899,476185.0,0.5,-130.5,1.465195055e+12,39.7914022708,-105.02660482
57551c81f0fe6e0c9fe1c1a8,1878,476185.0,1.0,-116.0,1.465195649e+12,39.803794978,-105.072089989
57551c81f0fe6e0c9fe1c1a8,1988,476185.0,1.0,-135.0,1.465195649e+12,39.9263970026,-105.084103021
57551c81f0fe6e0c9fe1c1a8,1994,476185.0,1.0,-137.0,1.465195649e+12,39.8181435025,-105.047564818
57551c81f0fe6e0c9fe1c1a8,1996,476185.0,2.0,-127.0,1.465195649e+12,39.8162240841,-105.045346792
57551c81f0fe6e0c9fe1c1a8,2189,476185.0,1.0,-115.0,1.465195649e+12,39.8176539435,-105.050983775
57551c81f0fe6e0c9fe1c1a8,2610,476185.0,1.0,-126.0,1.465195649e+12,39.7979686649,-105.073460438
57551c81f0fe6e0c9fe1c1a8,2799,476185.0,2.0,-136.0,1.465195649e+12,39.7530526327,-104.941021699
57551c81f0fe6e0c9fe1c1a8,3357,476185.0,1.0,-130.333333333,1.465195649e+12,39.8534180447,-104.985877334
57551c81f0fe6e0c9fe1c1a8,3412,476185.0,1.0,-117.666666667,1.465195649e+12,39.8241946127,-104.998428692
57551c81f0fe6e0c9fe1c1a8,3415,476185.0,1.0,-135.333333333,1.465195649e+12,39.7861926929,-104.939771784
57551c81f0fe6e0c9fe1c1a8,3538,476185.0,1.0,-116.0,1.465195649e+12,39.8216715273,-105.023146494
57551c81f0fe6e0c9fe1c1a8,3545,476185.0,1.5,-120.0,1.465195649e+12,39.8719024671,-105.058841789
57551c81f0fe6e0c9fe1c1a8,3554,476185.0,0.5,-130.5,1.465195649e+12,39.9107575566,-105.094683961
57551c81f0fe6e0c9fe1c1a8,3555,476185.0,0.5,-116.0,1.465195649e+12,39.8774948036,-105.031298006
57551c81f0fe6e0c9fe1c1a8,3556,476185.0,2.0,-135.0,1.465195649e+12,39.7806581352,-105.053676268
57551c81f0fe6e0c9fe1c1a8,3558,476185.0,1.0,-136.0,1.465195649e+12,39.8100546588,-105.010413445
57551c81f0fe6e0c9fe1c1a8,3569,476185.0,2.0,-127.0,1.465195649e+12,39.8887249889,-105.080291033
57551c81f0fe6e0c9fe1c1a8,8470,476185.0,1.0,-116.0,1.465195649e+12,39.8387400544,-105.085159501
57551c81f0fe6e0c9fe1c1a8,8509,476185.0,1.0,-136.0,1.465195649e+12,39.8127198926,-105.06903626
57551c81f0fe6e0c9fe1c1a8,9899,476185.0,1.0,-136.0,1.465195649e+12,39.7914022708,-105.02660482
57551d783e952e04b3ac652a,3410,473805.0,2.0,-134.0,1.465195896e+12,39.7776897533,-105.002424326
57551d783e952e04b3ac652a,3412,473805.0,1.5,-128.5,1.465195896e+12,39.8241946127,-104.998428692
57551d783e952e04b3ac652a,3846,473805.0,2.0,-133.0,1.465195896e+12,39.7537185228,-104.998667795
57551d783e952e04b3ac652a,8356,473805.0,2.0,-135.0,1.465195896e+12,39.7570335245,-104.976126764
57551d783e952e04b3ac652a,8474,473805.0,1.5,-132.0,1.465195896e+12,39.7320448643,-104.973650831
57551edbf0fe6e0c9fe30398,3548,473805.0,0.0,-123.0,1.465196251e+12,39.7448482036,-105.010048102
575524873e952e04b3b04110,3571,473805.0,0.0,-87.0,1.465197703e+12,39.6818757753,-104.986868354
575525ed3e952e04b3b102a3,3526,473805.0,0.5,-134.5,1.465198061e+12,39.6772510308,-104.952720509
575525ed3e952e04b3b102a3,3571,473805.0,1.5,-127.0,1.465198061e+12,39.6818757753,-104.986868354
57552821f0fe6e0c9fe822e6,2605,476512.0,2.0,-137.0,1.465198625e+12,39.6127445823,-105.008826579
57552821f0fe6e0c9fe822e6,3025,476512.0,2.0,-128.0,1.465198625e+12,39.6546818791,-105.043685283
575528adf0fe6e0c9fe87d2f,3025,473805.0,0.0,-130.0,1.465198765e+12,39.6546818791,-105.043685283
575528adf0fe6e0c9fe87d2f,3571,473805.0,0.5,-127.5,1.465198765e+12,39.6818757753,-104.986868354
575529d2f0fe6e0c9fe939fb,1012,476503.0,2.0,-120.0,1.465199058e+12,39.8985659122,-105.210042287
575529d2f0fe6e0c9fe939fb,8472,476503.0,0.0,-127.0,1.465199058e+12,39.7343296311,-105.165354911
57552a0c864fce56897faf51,3571,473805.0,1.0,-128.0,1.465199116e+12,39.6818757753,-104.986868354
57552ab23e952e04b3b3f851,1859,476512.0,1.0,-125.0,1.465199282e+12,39.7048869498,-105.016392267
57552ab23e952e04b3b3f851,2605,476512.0,1.0,-128.5,1.465199282e+12,39.6127445823,-105.008826579
57552ab23e952e04b3b3f851,3025,476512.0,1.0,-125.5,1.465199282e+12,39.6546818791,-105.043685283
57552ab23e952e04b3b3f851,3526,476512.0,0.0,-138.0,1.465199282e+12,39.6772510308,-104.952720509
57552c41864fce568981191c,1872,476503.0,1.0,-110.0,1.465199681e+12,39.823856259,-105.239120142
57552c41864fce568981191c,1878,476503.0,1.0,-132.0,1.465199681e+12,39.803794978,-105.072089989
57552c41864fce568981191c,2610,476503.0,1.0,-134.5,1.465199681e+12,39.7979686649,-105.073460438
57552c41864fce568981191c,2846,476503.0,2.0,-134.0,1.465199681e+12,39.666187571,-105.077529959
57552c41864fce568981191c,3386,476503.0,1.0,-129.0,1.465199681e+12,39.8105085102,-105.151310853
57552c41864fce568981191c,3563,476503.0,1.0,-124.5,1.465199681e+12,39.8167547068,-105.17152169
57552c41864fce568981191c,3578,476503.0,1.0,-129.0,1.465199681e+12,39.7286509462,-105.163031574
57552c41864fce568981191c,8473,476503.0,1.0,-121.0,1.465199681e+12,39.8457458983,-105.195932521
5755300bf0fe6e0c9fed232a,1872,476503.0,1.0,-101.666666667,1.465200651e+12,39.823856259,-105.239120142
5755300bf0fe6e0c9fed232a,2737,476503.0,2.0,-139.0,1.465200651e+12,40.0034661313,-105.344978842
5755300bf0fe6e0c9fed232a,2837,476503.0,1.5,-140.0,1.465200651e+12,40.0480385497,-105.309839195
5755300bf0fe6e0c9fed232a,2846,476503.0,0.0,-136.0,1.465200651e+12,39.666187571,-105.077529959
5755300bf0fe6e0c9fed232a,3563,476503.0,1.0,-120.0,1.465200651e+12,39.8167547068,-105.17152169
5755300bf0fe6e0c9fed232a,8452,476503.0,1.0,-137.5,1.465200651e+12,39.748725342,-105.21104149
5755300bf0fe6e0c9fed232a,8473,476503.0,1.0,-125.5,1.465200651e+12,39.8457458983,-105.195932521
575538eaf0fe6e0c9ff2a2ae,1872,476503.0,1.0,-115.333333333,1.465202922e+12,39.823856259,-105.239120142
575538eaf0fe6e0c9ff2a2ae,2846,476503.0,2.0,-138.0,1.465202922e+12,39.666187571,-105.077529959
